iter	RMSE
137	0.06700920081
138	0.06696490585
139	0.06691802427
140	0.06686555827
141	0.06682617285
142	0.06679434043
143	0.06676831622
144	0.06672748128
145	0.06668212213
146	0.06666253809
147	0.06660378982
148	0.06655387534
149	0.06650737435
150	0.06645212414
151	0.06639868565
152	0.06633119372
153	0.0661698223
154	0.06612245356
155	0.06608420303
156	0.06604345954
157	0.06599107645
158	0.06596197205
159	0.06590696084
160	0.06587571868
161	0.06584375618
162	0.06577613811
163	0.06571916083
164	0.06567485129
165	0.06560237555
166	0.06555845884
167	0.06547288258
168	0.06536140425
169	0.06533186997
170	0.06531587322
171	0.0652812467
172	0.06525044661
173	0.06522447431
174	0.06520160736
175	0.06516222854
176	0.06511355537
177	0.06504684153
178	0.06498038376
179	0.06494503477
180	0.06487302149
181	0.06485160545
182	0.06481242382
183	0.06478006079
184	0.06472272722
185	0.06469362632
186	0.06458267546
187	0.06456089052
188	0.06451056861
189	0.06448728505
190	0.06444332651
191	0.06441140931
192	0.0642895323
193	0.06425444351
194	0.0642159371
195	0.06420073804
196	0.06407376455
197	0.06402434313
198	0.06398543329
199	0.06393638367
200	0.06390279434
201	0.06378532881
202	0.06375298771
203	0.06373904937
204	0.06369497487
205	0.06356161659
206	0.06354242826
207	0.06351324089
208	0.06348485239
209	0.0633858366
210	0.06335689647
211	0.063330203
212	0.06329666489
213	0.06325820224
214	0.06323194797
215	0.0631998736
216	0.06317117649
217	0.06314444302
218	0.06303531491
219	0.06300896001
220	0.06299361879
221	0.0628943462
222	0.06287087891
223	0.06277895628
224	0.06274358682
225	0.06270922657
226	0.06268501926
227	0.06266009354
228	0.06264038081
229	0.06254913224
230	0.06253085521
231	0.06250283636
232	0.06241296755
233	0.06238928836
234	0.06228980975
235	0.06223828194
236	0.06220807069
237	0.06218816964
238	0.06215264719
239	0.062120257
240	0.06209929187
241	0.0620729649
242	0.0620520887
243	0.06200235371
244	0.06193704703
245	0.06190465188
246	0.06188504492
247	0.06186670381
248	0.06183898812
249	0.06182224774
250	0.06180783607
251	0.06174328603
252	0.0616845763
253	0.06166823916
254	0.0616346743
255	0.06162278301
256	0.06159680266
257	0.06156749226
258	0.06154182667
259	0.06151733069
260	0.06150182506
261	0.06146848619
262	0.06145474937
263	0.06144047189
264	0.06141772528
265	0.06140364888
266	0.06137684879
267	0.06134663034
268	0.06132257674
269	0.0613011242
270	0.06127877181
271	0.06125313445
272	0.06123038499
273	0.06121164571
274	0.06119287932
275	0.06117779102
276	0.06116154369
277	0.06113986047
278	0.06111557317
279	0.06109919564
280	0.0610846217
281	0.0610711186
282	0.06104983975
283	0.06098461897
284	0.06097170608
285	0.06095096645
286	0.06094020957
287	0.06088809452
288	0.06087161099
289	0.06085404074
290	0.0608365512
291	0.06081641673
292	0.06079749
293	0.06078650344
294	0.06076181138
295	0.06073891268
296	0.06069094033
297	0.06067735268
298	0.0606418419
299	0.0606217151
300	0.06060422179
301	0.06058581556
302	0.06056365117
303	0.06054745966
304	0.06052761397
305	0.06050796697
306	0.06049237289
307	0.06047483156
308	0.06045412771
309	0.06044375954
310	0.0604345958
311	0.06042194326
312	0.06040069199
313	0.06038945182
314	0.06037233143
315	0.06035540457
316	0.06034103007
317	0.06033033437
318	0.0603089851
319	0.06028907883
320	0.06026672423
321	0.06025341181
322	0.06021405685
323	0.06019706527
324	0.06018053058
325	0.06015750321
326	0.0601396446
327	0.06012796789
328	0.06011280424
329	0.0601019592
330	0.06008666187
331	0.06007513887
332	0.06006118084
333	0.06004832911
334	0.06002937053
335	0.06001283119
336	0.06000045871
337	0.05998799335
338	0.05997023684
339	0.05995690293
340	0.05994426082
341	0.05993211202
342	0.05992244488
343	0.05990825135
344	0.05989582752
345	0.05988178619
346	0.0598690373
347	0.05984633264
348	0.05982990903
349	0.05980054885
350	0.05978621071
351	0.05976980975
352	0.0597533873
353	0.05974410019
354	0.05972624114
355	0.05971549711
356	0.05970008639
357	0.05968658115
358	0.05967085044
359	0.05965490857
360	0.05964174496
361	0.0596272608
362	0.05961186129
363	0.05959613321
364	0.05958287528
365	0.05957085633
366	0.05955983359
367	0.05954518456
368	0.05953134597
369	0.05952142184
370	0.05951386661
371	0.05950393538
372	0.05947549443
373	0.05946255662
374	0.05944225206
375	0.05942921124
376	0.05941602393
377	0.05940983112
378	0.05939043593
379	0.05938153074
380	0.05936287847
381	0.05934464157
382	0.05932571947
383	0.05931363216
384	0.05930010429
385	0.05928601238
386	0.05926898796
387	0.0592598846
388	0.05925136424
389	0.05923564241
390	0.05922475214
391	0.05921535245
392	0.05920161084
393	0.05917219254
394	0.05916425447
395	0.05915749701
396	0.05914860216
397	0.0591355113
398	0.05912276113
399	0.05911583637
400	0.05910728524
401	0.05909568731
402	0.05905226814
403	0.05903908634
404	0.05902983082
405	0.05901551314
406	0.05900581885
407	0.05899838007
408	0.05898511576
409	0.05897597068
410	0.05896009739
411	0.05894848293
412	0.05893692415
413	0.05891739737
414	0.05890200387
415	0.05888819393
416	0.05887697075
417	0.05886332472
418	0.05885376672
419	0.05884599566
420	0.05880795022
421	0.05879593148
422	0.05878451146
423	0.05876937922
424	0.05876059723
425	0.05874711374
426	0.05873621824
427	0.05872615679
428	0.05870829473
429	0.05869648875
430	0.05868681635
431	0.05867358878
432	0.05866700969
433	0.05864018782
434	0.05862780316
435	0.05861982635
436	0.0586092654
437	0.05858465987
438	0.05856866889
439	0.05855950711
440	0.05854757355
441	0.05853799588
442	0.05852452825
443	0.05851312771
444	0.05849916224
445	0.05849123631
446	0.0584757192
447	0.05846723375
448	0.05845022312
449	0.05844220239
450	0.05843321976
451	0.05841975261
452	0.05840918263
453	0.05840100089
454	0.05839325333
455	0.05837696319
456	0.05835630263
457	0.05834676036
458	0.05833571389
459	0.05832534982
460	0.05831637208
461	0.05830510637
462	0.05829741489
463	0.05828584795
464	0.05827322104
465	0.0582577998
466	0.05824575631
467	0.05823568604
468	0.05821941127
469	0.05821245237
470	0.05820199466
471	0.05819250093
472	0.05818779644
473	0.05817625279
474	0.0581676422
475	0.05815336532
476	0.05814500951
477	0.05812591979
478	0.05811019636
479	0.0580811901
480	0.0580664497
481	0.05805601153
482	0.05804083218
483	0.05800967716
484	0.05799944747
485	0.05798930993
486	0.0579611483
487	0.05795032169
488	0.05794207912
489	0.05793076098
490	0.05791373531
491	0.05790247422
492	0.05789705941
493	0.05789009889
494	0.05787857476
495	0.05786847167
496	0.057859661
497	0.05785029545
498	0.05783687409
499	0.05782656517
500	0.0578172464
501	0.05780755753
502	0.05779952162
503	0.05779090529
504	0.05777763407
505	0.05776972881
506	0.0577517265
507	0.0577436652
508	0.0577091624
509	0.05770061162
510	0.05769108915
511	0.05768258311
512	0.05766127137
513	0.05764574271
514	0.05763748865
515	0.05762822678
516	0.05762101728
517	0.05759992725
518	0.05758993996
519	0.05755977718
520	0.0575409123
521	0.05753082454
522	0.05752423052
523	0.05750606671
524	0.05748465596
525	0.05746858325
526	0.05746015026
527	0.05744759236
528	0.05744071661
529	0.05742732418
530	0.05740818356
531	0.0573977922
532	0.05738995797
533	0.05737773886
534	0.05737175176
535	0.05736396345
536	0.05735813334
537	0.05734947019
538	0.05733786794
539	0.05730820271
540	0.05730209976
541	0.05729629892
542	0.05728795995
543	0.05727595703
544	0.05726827923
545	0.0572575247
546	0.0572436412
547	0.0572330717
548	0.05722392556
549	0.05721632103
550	0.05720870395
551	0.05720288915
552	0.05719431487
553	0.05718258716
554	0.05717201566
555	0.05714499684
556	0.05713602739
557	0.05712255071
558	0.05711506764
559	0.0571046249
560	0.05709215769
561	0.05708012431
562	0.05706719263
563	0.05705307585
564	0.05704368505
565	0.0570377807
566	0.05703139542
567	0.05702231548
568	0.05701545171
569	0.05700550998
570	0.05699937131
571	0.05699206211
572	0.05698308086
573	0.0569691215
574	0.05694308043
575	0.056931832
576	0.05692464123
577	0.05691925944
578	0.05691175508
579	0.05689957234
580	0.05689334422
581	0.05687870968
582	0.05687130143
583	0.05685843106
584	0.05685365641
585	0.05684604175
586	0.05683071608
587	0.05682157758
588	0.05679913262
589	0.05679347075
590	0.05678504702
591	0.05677754479
592	0.05676795459
593	0.05675768826
594	0.05674664937
595	0.05673427398
596	0.05672614847
597	0.05671485054
598	0.0567036131
599	0.05669790508
600	0.05669020298
601	0.0566821708
602	0.05667416769
603	0.05666491326
604	0.05665515943
605	0.05664795064
606	0.05663418752
607	0.05662325899
608	0.05661662592
609	0.05660890273
610	0.05660173994
611	0.05659323109
612	0.05658313354
613	0.05657215155
614	0.05655988751
615	0.05654743521
616	0.05654117644
617	0.05653438003
618	0.05652857527
619	0.05652179766
620	0.05651109451
621	0.05650455143
622	0.05649507685
623	0.05648644362
624	0.05647801751
625	0.05646997421
626	0.05646312098
627	0.05644933674
628	0.05643965972
629	0.05643364646
630	0.0564230308
631	0.05641337887
632	0.0564041148
633	0.0563940762
634	0.05638321557
635	0.05637515966
636	0.05636954991
637	0.05636192506
638	0.05635220831
639	0.05634156416
640	0.05633501775
641	0.05632962284
642	0.05632633688
643	0.05632057636
644	0.05631078547
645	0.05630200796
646	0.05629379231
647	0.05628384709
648	0.05627845285
649	0.05626715965
650	0.05625412746
651	0.05624565897
652	0.05623913404
653	0.05623026339
654	0.05622133819
655	0.05620841007
656	0.05619621233
657	0.05618918252
658	0.05618121739
659	0.05617295289
660	0.05616616663
661	0.05616051893
662	0.05615513566
663	0.05614913167
664	0.05614299872
665	0.0561283161
666	0.05610974497
667	0.05610251671
668	0.05609412172
669	0.05607550961
670	0.05606394144
671	0.05605635748
672	0.05605078278
673	0.05603298493
674	0.05602402937
675	0.05601394998
676	0.05600157785
677	0.05599432972
678	0.05598887062
679	0.05598268625
680	0.05597115485
681	0.05596192596
682	0.05595544879
683	0.0559471343
684	0.05594130203
685	0.05593712261
686	0.05592510397
687	0.05591650054
688	0.05590911206
689	0.05589981029
690	0.05589433819
691	0.05588643643
692	0.05587651651
693	0.05587193184
694	0.05586577499
695	0.05585888997
696	0.05584900812
697	0.05583744887
698	0.05582961876
699	0.05581952494
700	0.05581423132
701	0.05580494612
702	0.05579258364
703	0.05578632028
704	0.05577568681
705	0.05576472439
706	0.05575842795
707	0.05575225393
708	0.05573990244
709	0.05573395845
710	0.05572691619
711	0.05571939701
712	0.05571427838
713	0.05571024021
714	0.05569968665
715	0.05569075012
716	0.05568006561
717	0.05567408138
718	0.05566430265
719	0.05565680273
720	0.0556470297
721	0.05564011308
722	0.05563229145
723	0.05562501056
724	0.05561979709
725	0.05561570798
726	0.05560783906
727	0.05559779983
728	0.05558976479
729	0.05558452903
730	0.0555781342
731	0.05557081901
732	0.05556320994
733	0.0555563691
734	0.05555106934
735	0.05553598429
736	0.05552725297
737	0.05552101452
738	0.05551704032
739	0.05551148609
740	0.05550450865
741	0.05549796535
742	0.05549319275
743	0.05548654697
744	0.05548320617
745	0.05547591242
746	0.05547235989
747	0.0554631844
748	0.05545728207
749	0.05545109597
750	0.05544511575
751	0.05543966432
752	0.05543325892
753	0.05542816078
754	0.0554236359
755	0.05541733998
756	0.05541030144
757	0.05540140896
758	0.05539141241
759	0.0553863094
760	0.05538194659
761	0.05537086108
762	0.05536471377
763	0.05535720874
764	0.05535197154
765	0.0553456048
766	0.05533720276
767	0.05532925558
768	0.05532590775
769	0.05532274969
770	0.05531667148
771	0.0553068104
772	0.05530197212
773	0.05529388214
774	0.05528984014
775	0.055276251
776	0.05527191918
777	0.05526426801
778	0.05526007347
779	0.05525469017
780	0.05524730987
781	0.05524026865
782	0.05522629317
783	0.0552202678
784	0.05521636824
785	0.05520734609
786	0.0552028142
787	0.05519725134
788	0.05519268891
789	0.05518512028
790	0.05518056745
791	0.05517530929
792	0.05516759873
793	0.05516157774
794	0.05515736109
795	0.05515382891
796	0.05514792287
797	0.0551429343
798	0.05513418968
799	0.05512995009
800	0.05511901444
801	0.05511093159
802	0.05510439043
803	0.0550995654
804	0.05509347058
805	0.05508928394
806	0.05508531101
807	0.05508079973
808	0.05507305874
809	0.05505489135
810	0.05503628325
811	0.05502834304
812	0.0550205762
813	0.05501672742
814	0.05499816158
815	0.05499459177
816	0.05498817463
817	0.05498044376
818	0.0549725301
819	0.05495699104
820	0.05495173198
821	0.05494501301
822	0.0549349825
823	0.05492673189
824	0.05491640848
825	0.05491172015
826	0.05490472795
827	0.05489739617
828	0.05489105326
829	0.05488014321
830	0.05487518869
831	0.05487015506
832	0.05486463143
833	0.05486094593
834	0.05485079097
835	0.05484632094
836	0.05483109513
837	0.05482656573
838	0.05482374268
839	0.05481772732
840	0.05481152639
841	0.05480654973
842	0.05479068731
843	0.05478451836
844	0.05478038453
845	0.05477127067
846	0.05476292836
847	0.05475871636
848	0.05475211804
849	0.05474652765
850	0.0547404359
851	0.05473262032
852	0.05472693054
853	0.05471781272
854	0.05471491737
855	0.05471178658
856	0.05469489561
857	0.05468834557
858	0.05468050627
859	0.05467605902
860	0.05466968981
861	0.05466523167
862	0.05465827936
863	0.05464749868
864	0.05464229756
865	0.0546310105
866	0.05462471199
867	0.05461967289
868	0.05460877862
869	0.05460262252
870	0.05459348899
871	0.05458986063
872	0.05458067551
873	0.05457540265
874	0.05456708522
875	0.05456064558
876	0.05455354528
877	0.05454849653
878	0.05453407579
879	0.0545275264
880	0.05452362358
881	0.05451071377
882	0.05450374152
883	0.05449936261
884	0.0544919278
885	0.05448508628
886	0.05447933197
887	0.05447389628
888	0.05446962888
889	0.05446295046
890	0.05445583073
891	0.0544445717
892	0.05444042779
893	0.05443496297
894	0.05443017942
895	0.05442242794
896	0.0544151058
897	0.05440887581
898	0.05440540668
899	0.05439775713
900	0.05439304245
901	0.05438422067
902	0.05437635918
903	0.05437344895
904	0.05436614204
905	0.0543595722
906	0.05435048834
907	0.05434546
908	0.0543404776
909	0.05433451599
910	0.05432394263
911	0.05431301529
912	0.05430407882
913	0.05428684557
914	0.05428007187
915	0.05426503826
916	0.0542608796
917	0.05425660035
918	0.05425036846
919	0.05424759714
920	0.05424200295
921	0.05423508443
922	0.05423160105
923	0.05422592624
924	0.05421864022
925	0.05420331711
926	0.05419914578
927	0.0541954853
928	0.05418894859
929	0.05417744165
930	0.05416986977
931	0.0541628683
932	0.05415910812
933	0.05415204478
934	0.05414367305
935	0.05413788026
936	0.05413463593
937	0.05412670862
938	0.05412227883
939	0.05411838283
940	0.05410996859
941	0.05410244022
942	0.05409845145
943	0.05409522109
944	0.05408993391
945	0.05408051646
946	0.05407600746
947	0.05407021474
948	0.05406722475
949	0.05405891529
950	0.05404901829
951	0.0540448344
952	0.05404086031
953	0.05403407458
954	0.05402942538
955	0.05402518422
956	0.05402173126
957	0.05401556376
958	0.05401042527
959	0.05400692156
960	0.05399824824
961	0.05399265491
962	0.05397961922
963	0.05397349015
964	0.05396624823
965	0.05396177362
966	0.053957753
967	0.05394806629
968	0.05393817707
969	0.05393193378
970	0.05392376682
971	0.05391772591
972	0.05390810146
973	0.05390423487
974	0.05389934947
975	0.05389424934
976	0.05388931875
977	0.05388577507
978	0.05387909894
979	0.05387604989
980	0.05387346417
981	0.0538682822
982	0.05385939173
983	0.053854024
984	0.05384993568
985	0.05384581171
986	0.05383992124
987	0.0538324099
988	0.05382625051
989	0.05381404194
990	0.0538097025
991	0.05380466663
992	0.0537959202
993	0.05379253573
994	0.05378724828
995	0.05378278439
996	0.0537778773
997	0.05376746324
998	0.05376404196
999	0.05375936364
64885007
999	0.05364506559
