iter	Passed	Remaining
497	13763	13873
498	13782	13837
499	13796	13796
500	13814	13758
501	13832	13722
502	13849	13684
503	13872	13652
504	13888	13613
505	13902	13572
506	13920	13536
507	13939	13500
508	13955	13461
509	13975	13427
510	13994	13391
511	14011	13354
512	14028	13317
513	14049	13284
514	14067	13247
515	14087	13213
516	14105	13178
517	14126	13144
518	14148	13112
519	14168	13078
520	14188	13044
521	14202	13005
522	14218	12967
523	14240	12935
524	14271	12912
525	14296	12883
526	14318	12851
527	14341	12820
528	14360	12786
529	14376	12748
530	14397	12716
531	14417	12683
532	14434	12646
533	14454	12614
534	14471	12577
535	14492	12545
536	14505	12506
537	14521	12470
538	14540	12436
539	14558	12401
540	14573	12364
541	14595	12333
542	14611	12297
543	14629	12263
544	14648	12229
545	14665	12194
546	14684	12161
547	14707	12130
548	14727	12098
549	14748	12067
550	14770	12036
551	14785	11999
552	14807	11969
553	14826	11935
554	14847	11904
555	14863	11869
556	14882	11836
557	14903	11804
558	14924	11774
559	14943	11741
560	14962	11708
561	14984	11678
562	15001	11644
563	15020	11611
564	15041	11580
565	15062	11549
566	15083	11518
567	15102	11486
568	15124	11456
569	15148	11427
570	15165	11394
571	15185	11362
572	15201	11328
573	15220	11296
574	15234	11259
575	15257	11231
576	15277	11200
577	15299	11170
578	15314	11135
579	15330	11101
580	15349	11069
581	15372	11040
582	15389	11007
583	15406	10974
584	15423	10941
585	15443	10910
586	15465	10880
587	15483	10848
588	15498	10814
589	15513	10780
590	15533	10749
591	15556	10721
592	15576	10690
593	15594	10658
594	15617	10630
595	15653	10610
596	15669	10577
597	15690	10547
598	15707	10515
599	15724	10482
600	15741	10450
601	15759	10419
602	15774	10385
603	15795	10356
604	15817	10327
605	15838	10297
606	15857	10267
607	15876	10235
608	15896	10205
609	15915	10175
610	15936	10146
611	15957	10116
612	15974	10084
613	15990	10052
614	16005	10019
615	16025	9989
616	16044	9959
617	16063	9929
618	16079	9897
619	16098	9866
620	16117	9836
621	16132	9803
622	16150	9772
623	16167	9742
624	16188	9712
625	16204	9681
626	16236	9658
627	16263	9634
628	16282	9604
629	16305	9576
630	16325	9546
631	16342	9515
632	16356	9483
633	16377	9454
634	16395	9424
635	16415	9394
636	16429	9362
637	16446	9331
638	16463	9301
639	16487	9273
640	16500	9241
641	16522	9213
642	16543	9185
643	16562	9155
644	16587	9129
645	16600	9096
646	16618	9066
647	16636	9037
648	16656	9008
649	16677	8980
650	16692	8948
651	16712	8920
652	16728	8889
653	16746	8859
654	16763	8829
655	16784	8801
656	16800	8771
657	16821	8742
658	16841	8714
659	16859	8685
660	16875	8654
661	16895	8626
662	16914	8597
663	16938	8571
664	16952	8539
665	16970	8510
666	16989	8481
667	17011	8454
668	17030	8426
669	17054	8400
670	17076	8372
671	17095	8344
672	17114	8315
673	17135	8287
674	17156	8260
675	17175	8232
676	17213	8212
677	17234	8185
678	17256	8157
679	17274	8129
680	17288	8098
681	17307	8070
682	17327	8042
683	17344	8013
684	17362	7984
685	17382	7956
686	17403	7929
687	17418	7899
688	17436	7870
689	17455	7842
690	17474	7814
691	17495	7786
692	17510	7757
693	17526	7727
694	17544	7699
695	17562	7670
696	17579	7642
697	17596	7613
698	17617	7586
699	17634	7557
700	17652	7529
701	17672	7502
702	17690	7473
703	17706	7444
704	17722	7415
705	17740	7387
706	17761	7360
707	17781	7333
708	17797	7304
709	17815	7276
710	17837	7250
711	17859	7224
712	17881	7197
713	17898	7169
714	17917	7141
715	17933	7113
716	17949	7084
717	17968	7057
718	17988	7030
719	18007	7002
720	18027	6975
721	18054	6951
722	18073	6924
723	18088	6895
724	18104	6867
725	18125	6840
726	18142	6812
727	18173	6790
728	18194	6763
729	18209	6734
730	18228	6707
731	18242	6679
732	18265	6653
733	18279	6624
734	18292	6595
735	18314	6569
736	18331	6541
737	18356	6516
738	18371	6488
739	18387	6460
740	18405	6433
741	18421	6405
742	18439	6378
743	18459	6351
744	18476	6324
745	18494	6297
746	18511	6269
747	18531	6243
748	18550	6216
749	18568	6189
750	18587	6162
751	18609	6137
752	18627	6110
753	18644	6082
754	18662	6056
755	18676	6027
756	18697	6002
757	18716	5975
758	18734	5948
759	18753	5922
760	18768	5894
761	18789	5868
762	18803	5840
763	18820	5813
764	18840	5787
765	18859	5761
766	18878	5734
767	18896	5708
768	18912	5681
769	18929	5654
770	18951	5628
771	18978	5605
772	18998	5579
773	19018	5553
774	19036	5526
775	19054	5500
776	19076	5474
777	19097	5449
778	19112	5422
779	19147	5400
780	19169	5375
781	19185	5348
782	19201	5321
783	19221	5295
784	19240	5269
785	19257	5243
786	19275	5216
787	19298	5192
788	19315	5165
789	19328	5137
790	19344	5111
791	19362	5085
792	19381	5059
793	19400	5033
794	19423	5008
795	19442	4982
796	19459	4956
797	19477	4930
798	19495	4904
799	19514	4878
800	19530	4852
801	19546	4825
802	19566	4800
803	19579	4773
804	19598	4747
805	19617	4721
806	19634	4695
807	19652	4669
808	19670	4644
809	19689	4618
810	19717	4594
811	19734	4569
812	19753	4543
813	19773	4518
814	19796	4493
815	19816	4468
816	19829	4441
817	19851	4416
818	19872	4391
819	19888	4365
820	19906	4340
821	19923	4314
822	19940	4288
823	19963	4264
824	19984	4239
825	20003	4213
826	20026	4189
827	20046	4164
828	20061	4138
829	20085	4113
830	20114	4090
831	20135	4065
832	20155	4040
833	20172	4015
834	20192	3990
835	20208	3964
836	20228	3939
837	20244	3913
838	20266	3889
839	20288	3864
840	20307	3839
841	20324	3813
842	20340	3788
843	20357	3762
844	20375	3737
845	20386	3711
846	20402	3685
847	20420	3660
848	20441	3635
849	20461	3610
850	20475	3584
851	20493	3559
852	20516	3535
853	20535	3510
854	20559	3486
855	20574	3461
856	20592	3436
857	20607	3410
858	20627	3385
859	20646	3361
860	20673	3337
861	20692	3312
862	20715	3288
863	20738	3264
864	20760	3240
865	20776	3214
866	20793	3189
867	20814	3165
868	20831	3140
869	20854	3116
870	20873	3091
871	20891	3066
872	20918	3043
873	20938	3018
874	20958	2994
875	20978	2969
876	20997	2944
877	21018	2920
878	21040	2896
879	21071	2873
880	21107	2851
881	21127	2826
882	21148	2802
883	21167	2777
884	21193	2753
885	21235	2732
886	21254	2707
887	21273	2683
888	21291	2658
889	21309	2633
890	21327	2609
891	21347	2584
892	21368	2560
893	21386	2535
894	21406	2511
895	21431	2487
896	21452	2463
897	21479	2439
898	21504	2415
899	21533	2392
900	21554	2368
901	21580	2344
902	21605	2320
903	21626	2296
904	21651	2272
905	21672	2248
906	21690	2224
907	21710	2199
908	21729	2175
909	21753	2151
910	21773	2127
911	21788	2102
912	21810	2078
913	21830	2054
914	21848	2029
915	21867	2005
916	21885	1980
917	21902	1956
918	21924	1932
919	21945	1908
920	21980	1885
921	21998	1861
922	22033	1838
923	22075	1815
924	22092	1791
925	22111	1766
926	22136	1743
927	22156	1719
928	22178	1695
929	22202	1671
930	22223	1647
931	22241	1622
932	22258	1598
933	22273	1573
934	22289	1549
935	22315	1525
936	22337	1501
937	22361	1478
938	22387	1454
939	22408	1430
940	22427	1406
941	22448	1382
942	22472	1358
943	22496	1334
944	22523	1310
945	22550	1287
946	22573	1263
947	22589	1239
948	22612	1215
949	22630	1191
950	22643	1166
951	22653	1142
952	22670	1118
953	22689	1094
954	22727	1070
955	22757	1047
956	22786	1023
957	22818	1000
958	22845	976
959	22875	953
960	22902	929
961	22922	905
962	22943	881
963	22961	857
964	22985	833
965	23018	810
966	23034	786
967	23058	762
968	23077	738
969	23094	714
970	23110	690
971	23126	666
972	23144	642
973	23160	618
974	23175	594
975	23195	570
976	23216	546
977	23232	522
978	23253	498
979	23276	475
980	23295	451
981	23311	427
982	23325	403
983	23345	379
984	23361	355
985	23383	332
986	23404	308
987	23427	284
988	23447	260
989	23464	237
990	23474	213
991	23483	189
992	23493	165
993	23504	141
994	23513	118
995	23524	94
996	23536	70
997	23552	47
998	23566	23
999	23581	0
339
990	33619	305
991	33641	271
992	33667	237
993	33684	203
994	33710	169
995	33740	135
996	33759	101
997	33791	67
998	33815	33
999	33850	0
