iter	MultiClass
159	0.7866259395
160	0.7853657277
161	0.7839102356
162	0.782971308
163	0.7815399613
164	0.7800531365
165	0.7789860451
166	0.7784411241
167	0.777123223
168	0.7760160335
169	0.7741821669
170	0.7734019386
171	0.7713885239
172	0.7701070173
173	0.7693382528
174	0.7684370361
175	0.7672111109
176	0.7664343075
177	0.7652530755
178	0.7643745115
179	0.7636004903
180	0.7627976793
181	0.7622830173
182	0.7616569253
183	0.7602992126
184	0.7597974179
185	0.758623872
186	0.7567326512
187	0.7559462649
188	0.7547833986
189	0.7540720515
190	0.7536950283
191	0.7527719131
192	0.7522236126
193	0.7509530393
194	0.749541511
195	0.7479130669
196	0.7473186085
197	0.7465465911
198	0.745746627
199	0.7446480257
200	0.7438752072
201	0.7427132772
202	0.7413593775
203	0.7400051109
204	0.7387530967
205	0.7384145583
206	0.7370641341
207	0.7360122809
208	0.734342309
209	0.7333807203
210	0.7326552587
211	0.7314826115
212	0.7306669556
213	0.7293110435
214	0.7283667619
215	0.7278100717
216	0.7267485611
217	0.7259093621
218	0.7250993712
219	0.7240703211
220	0.7235301038
221	0.7230830146
222	0.7221016344
223	0.7213606042
224	0.7206954656
225	0.7203545517
226	0.7193595639
227	0.7185957072
228	0.7180274077
229	0.716972465
230	0.7158434052
231	0.7152939921
232	0.714874972
233	0.7144380806
234	0.7139309886
235	0.7132442621
236	0.712736453
237	0.7112496389
238	0.7099599819
239	0.7091113226
240	0.7086946099
241	0.7081844711
242	0.7076134665
243	0.7069526385
244	0.7063031173
245	0.7059027493
246	0.7050681409
247	0.7044384404
248	0.7037956629
249	0.7027057457
250	0.7022460212
251	0.7013601217
252	0.7010897883
253	0253	0.689521254	0254	0.6885203671
255	0.6876378837
256	0.6869547759
257	0.6859170141
258	0.6855220241
259	0.685096589
260	0.6838531358
261	0.6831711424
262	0.6821710788
263	0.6816426615
264	0.6807265	0.6265	0.6797266	0.6905678926
267	0.68947902
268	0.6888774792
269	0.6884348004
270	0.687270	0.67271	0.686271	0.6272	0.6857209736
273	0.6855001651
274	0.6847552889
275	0.6843153141
276	0.6839560604
277	0.683611408
278	0.68286278	0.279	0.68226279	0.6692590751
280	0.6689296028
281	0.668474331
282	0.667457985
283	0.6667231675
284	0.6660420238
285	0.6654877988
286	0.6649649065
287	0.664279866
288	0.6632953864
289	0.6628724972
290	0.6624854083
291	0.6292	0.6733292	0.293	0.67292293	0.294	0.67258294	0.295	0.67199295	0.296	0.6712983137
297	0.67044297	0.298	0.6697161734
299	0.6689523868
300	0.6680255134
301	0.6675759932
302	0.6671591885
303	0.6664146
304	0.6655422923
305	0.665096741
306	0.6641167911
307	0.6634745338
308	0.6630038711
309	0.6626016283
310	0.6617710794
311	0.6606143012
312	0.6602213729
313	0.6597007992
314	0.659072204
315	0.6586837085
316	0.6580286119
317	0.6576718187
318	0.6570344897
319	0.656671075
320	0.6560878189
321	0.6557121601
322	0.655339769
323	0.6549114234
324	0.6547036054
325	0.6538276027
326	0.6533586953
327	0.6523730854
328	0.6519573769
329	0.6516683391
330	0.6503932482
331	0.6498203907
332	0.6491224386
333	0.647941976
334	0.6472789017
335	0.6466570169
336	0.6459836713
337	0.6452011054
338	0.6439834849
339	0.6435825802
340	0.6432383295
341	0.6423084917
342	0.6418660451
343	0.6410181354
344	0.6404921928
345	0.6397559474
346	0.6393533714
347	0.6383942224
348	0.6378018037
349	0.6368118778
350	0.6359834328
351	0.6355170339
352	0.6345771792
353	0.6340206135
354	0.633302138
355	0.6329445474
356	0.6320812425
357	0.631502833
358	0.6310907951
359	0.6302013054
360	0.629104956
361	0.628592718
362	0.6282401148
363	0.6278245208
364	0.6270273036
365	0.6265953695
366	0.6261580265
367	0.625714668
368	0.6251732982
369	0.6245354943
370	0.6240756112
371	0.6233667258
372	0.6229353661
373	0.6225104509
374	0.6219950614
375	0.6215816167
376	0.6209755524
377	0.620599122
378	0.6200491842
379	0.6194857199
380	0.6186727932
381	0.6181200586
382	0.6178509896
383	0.6173593851
384	0.6167346646
385	0.6161071781
386	0.615788385
387	0.6151152545
388	0.6145167004
389	0.6140448816
390	0.61371836
391	0.6129651542
392	0.6123148605
393	0.6114882212
394	0.6107015031
395	0.610111648
396	0.6093819531
397	0.6087791873
398	0.6084869412
399	0.6078948344
400	0.6072100135
401	0.6067024624
402	401	0.5960121403	402	0.5956175404	403	0.5949280405	0.6039771375
4405	0.5935002997
406	0.5929995858
407	0.5922932715
408	0.5919085204
409	0.5913999813
410	0.59108257544411	0.59040371194412	0.59014766434413	0.58923191724414	0.588840439
415	0.5881539392
416	0.5878325059
417	0.5875095176
418	0.5870679587
419	0.5867043087
420	0.5858182482
421	0.5853850093
423	0.59404650414424	0.59359629384425	0.593310227
426	0.5929371901
427	0.5924023096
427	0.5823455175
428	0.5817846104
429	0.5809308603
430	0.5802152807
431	0.5795243995
432	0.57915863974433	0.57876042814434	0.57838275654435	0.57807346074436	0.5774513934
437	0.5767899484
438	0.5765375504
439	0.5758656557
440	0.5751761082
441	0.5746582509
442	0.57424894144443	0.57402211044444	0.57312508744445	0.57242404844446	0.5721663602
447	0.5716027383
448	0.5711459862
449	0.5705582277
450	0.5701530327
451	0.5698848815
452	0.569380663
453	0.569069258
454	0.5686313925
455	0.5678572866
456	0.5673319867
457	0.5668579004
458	0.5663136232
459	0.5656755427
460	0.5652047582
461	0.5648814198
462	0.5644067093
463	0.5636574579
464	0.5633779034
465	0.562580531
466	0.5622620605
467	0.5619086093
468	0.5616814187
469	0.5610750847
470	0.5605523969
471	0.5601067382
472	0.5597852014
473	0.5590959982
474	0.5588748572
475	0.5583270299
476	0.5581560285
477	0.5575306465
478	0.556774344
479	0.5565427179
480	0.5562269406
481	0.5554371146
482	0.5548584576
483	0.554435658485	0.5638806503
486	0.5630591955
487	0.5626651957
488	0.562377655
489	0.561921852
490	0.561535551
491	0.5608750998
492	0.5601472423
493	0.5596276533
494	0.5592689043
495	0.5590395823
496	0.5585649327
497	0.5577153224
498	0.5569579748
499	0.5564271131
500	0.5558507783
501	0.5548403562
502	0.554497263
503	0.5540369561
504	0.5536590849
505	0.5532931322
506	0.5525173731
507	0.5520372912
508	0.5517349702
509	0.5511354107
510	0.5504820518
511	0.5494857107
512	0.5491116654
513	0.5485623424
514	0.5478369179
515	0.5473617892
516	0.5469628569
517	0.5466348436
5517	0.5388526398519	0.5458628652
520	0.5453295058
521	0.5448693908
522	0.5441325492
523	0.5437448329
523	0.5357520082
524	0.53529823555525	0.5346596774
526	0.534298102
527	0.5341516311
528	0.5336795217
529	0.5334014352
530	0.5329688782
531	0.5327508899
532	0.5324738392
533	0.532191595
534	0.5317705328
535	0.5313821523
536	0.5310155273
537	0.5303758444
538	0.5299131622
539	0.5296311164
540	0.5292943592
541	0.5290924648
542	0.5287912729
543	0.5283477416
544	0.5276821292
545	0.5272911444
546	0.52704572
547	0.5263417189
548	0.5259634844
549	0.52536731
550	0.5250869165
551	0.5249173124
552	0.524177196
553	0.5237596225
554	0.5234113884
555	0.5228647712
556	0.5225243479
557	0.5220054455
558	0.5212213822
55560	0.527087993560	0.5200045781
561	0.5195400541
562	0.5193163527
563	0.51908677
564	0.5187889742
565	0.518507525
566567	0.5248383434
568	0.5244819406
569	0.5239272937
570	0.5235715195
571	0.5225440793
572	0.5222619271
573	0.5217515201
574	0.5213626673
575	0.520979008
576	0.5205328415
577	0.520083179
578	0.5195766619
579	0.5192986017
580	0.5187370447
581	0.5182025581	0.5131404293
582	0.5127577944
583	0.5122586859
584	0.5115893982
585	0.5112911848
586	0.510771295
587	0.5105626617
588	0.5100168074
589	0.5097225803
590	0.5095960884
591	0.5091159303
592	0.5088664045
593	0.5085644485
594	0.5083266805
595	0.5079822001
596597	0.5114806597	0.507157058
598	0.5066068103
599	0.5063078529
600	0.5059325612
601	0.5055426023
602	0.5054053507
603	0.504902321
604	0.5043771071
605	0.504088492
606	0.5036823186
607	0.5033144557
608	0.5027416016
609	0.5025144243
610	0.5019746241
611612	0.5047111961613	0.5039890721
614	0.5036165578
615	0.503381509
616	0.5029486402
617	0.5026205689617	0.4992596704
618	0.499079765
619	0.4987615684
620	0.4982459883
621	0.4980915677
622	0.4975071963
623	0.4972951274
624	0.4968465971
625	0.4963958738
626	0.4956342458
627	0.4951902599
6629	0.49762342
630	0.4973952093
631	0.4971081322
632	0.4969778075
633	0.4967061306
634	0.4963195397
634	0.4928317211
635	0.4924411906
636	0.4918918498
637	0.4916973431
638	0.4914798195
639	0.4907822387
640	0.4904819278
641	0.49027385
642	0.4900897513
64644	0.49326071264645	0.492969757
646	0.4924467947
647	0.4919768781
648	0.4917502576
649	0.4911374893
650	0.4908964285
651	0.4905270447
652	0.4898574272
653	0.4895812401
654	0.4890426897
655	0.4886839401
656	0.4884444596
657	0.4881255979
658	0.4877932546
659	0.4872633872
660	0.4870204994
661	0.4868224543
662	0.4863844247
663	0.4860334535
664	0.4857053079
665	0.485495326
666	0.4852475524
667	0.4845735049
668	0.4841818274
669	0.4839246094
670	0.4836935904
671	0.4833548864
672	0.4830066707
673	0.4827266313
674	0.4825030687
675	0.482225863
676	0.4818512359
677	0.4816233874
678	0.4810262864
679	0.4806412512
680	0.4802944695
681	0.4795261986
682	0.4791788547
683	0.4789425089
684	0.4785828536
685	0.4783824054
686	0.478072965
687	0.4776157157
688	0.4771259101
688	0.4734332928
689	0.4729134537
690	0.4725826661
691	0.4722646341
692	0.4719655097
693	0.4718101845
694	0.4715859444
695	0.4712398868
696	0.4710386354
698	0.4736042756
699	0.4730820232
700	0.4728225602
700	0.4696820878
701	0.4694017648
703	0.4720961082
704	0.4718010239
704	0.4682720962
705	0.4679692995
706	0.4676825236
707	0.467503364
708	0.4673212929
709	0.4670577937
710	0.4666417553
711	0.4665650931
712	0.4661844689
713	0.4659359923
714	0.4656435232
715	0.465455613
716	0.4650460291
717	0.4645665962
718	0.463976498
719	0.4635642617
720	0.4633577002
721	0.463158524
722	0.4625778623
723	0.461911548
724	0.4616694241
725	0.4614360632
726	0.461009396
727	0.4608137077
728	0.4605794763
729	0.4602750273
730	0.4600489409
731	0.4596667132
732	0.4595244346
733	0.4592296119
734	0.4590133733
735	0.4586910747
736	0.458295552
737	0.4578836101
738	0.4573314057
739	0.4569789617
740	0.4566991538
741	0.4564384037
742	0.4560201585
743	0.4556519365
744	0.4555165315
745	0.455278059
746	0.4549562516
747	0.4546782816
748	0.4542366559
749	0.4540534333
750	0.4535766455
751	0.4533479072
752	0.4531448169
753	0.4528788725
754	0.4524274941
755	0.4519848249
756	0.4518284028
757	0.4514549197
758	0.4511266093
759	0.4506673269
760	0.4504716049
761	0.4502641339
762	0.4499311402
763	0.44967492
764	0.4491956477
765	0.4490045051
766	0.4486584153
767	0.4484691969
768	0.4480519555
769	0.4476552916
770	0.4473495696
771	0.4470239519
772	0.4468489344
773	0.446475256
774	0.4462446618
775	0.4460217606
776	0.4456298323
777	0.4452219097
778	0.444829886
779	0.4446078211
780	0.4443850817
781	0.444216196
782	0.4439136214
783	0.4435408522
784	0.4430077206
785	0.4427720161
786	0.4425076127
787	0.4422595154
788	0.4420477232
789	0.4416886447
790	0.4415831873
791	0.4413559651
792	0.4411302797
793	0.4409667348
794	0.4405868214
795	0.4400928484
796	0.4397410001
797	0.4394182342
798	0.438846482
799	0.4385738905
800	0.4382562786
801	0.4378699276
802	0.4376530592
803	0.4374131464
804	0.4370291063
805	0.4368911071
806	0.4366744026
807	0.4363332924
808	0.4360812868
809	0.4359237735
810	0.4356584599
811	0.4353392398
812	0.4351726341
813	0.4348683349
814	0.4346709438
815	0.4343382498
816	0.4341458168
817	0.4339633459
818	0.4337769997
819	0.4332404204
820	0.4328188571
821	0.4325186371
822	0.4319740789
823	0.4317188104
824	0.4315496003
825	0.4312343149
826	0.4308786691
827	0.4307256579
828	0.430578901
829	0.4303421559
830	0.4301317756
831	0.4295918216
832	0.4289912063
833	0.4286434881
834	0.4285522122
835	0.4283560776
836	0.428109257
837	0.4279151241
838	0.4274660866
839	0.4272113246
840	0.4269576422
841	0.4267255778
842	0.4264799914
843	0.4262009691
844	0.4258976385
845	0.425583492
846	0.4252358297
847	0.4249848764
848	0.4244944767
849	0.4242684971
850	0.4240332806
851	0.4237882879
852	0.4235961311
853	0.423340347
854	0.423241305
855	0.4229724448
856	0.4226789864
857	0.4224388822
858	0.4223434515
859	0.4220548279
860	0.4218689811
861	0.4216918495
862	0.4215870829
863	0.4214384954
864	0.4210913572
865	0.4208148436
866	0.4206431202
867	0.4202507612
868	0.4200779657
869	0.4198066158
870	0.4193525383
871	0.4192323226
872	0.4188635742
873	0.4185439763
874	0.4184847154
875	0.4183130013
876	0.4180893366
877	0.4177921889
878	0.4176106418
879	0.4171023518
880	0.4167838804
881	0.4166557997
882	0.4164850493
883	0.4162618565
884	0.4159138579
885	0.4156371469
886	0.4153870164
887	0.4151842394
888	0.414920072
889	0.4147619169
890	0.4145619744
891	0.4142517222
892	0.4141923512
893	0.4139315787
894	0.4137770099
895	0.4135871644
896	0.4132870647
897	0.4129319563
898	0.412550953
899	0.4122983105
900	0.4120220812
901	0.4117156496
902	0.4115379768
903	0.4113103137
904	0.4110204204
905	0.4109302382
906	0.4107874463
907	0.4104758433
908	0.4100344231
909	0.4098700927
910	0.4096039006
911	0.4092044674
912	0.4088203781
913	0.4086379341
914	0.4083278361
915	0.4081277077
916	0.4078678348
917	0.4076550142
918	0.4075310078
919	0.4071917179
920	0.4070032675
921	0.4069194243
922	0.4067349998
923	0.4064248624
924	0.4059515986
925	0.4058155023
926	0.4055022642
927	0.4052707354
928	0.4050655627
929	0.4048304923
930	0.4044458029
931	0.404271481
932	0.40405827
933	0.4039237419
934	0.4038152974
935	0.4036593371
936	0.4033209204
937	0.4030953834
938	0.4027793084
939	0.4025857572
940	0.4022632117
941	0.401980514
942	0.4018916613
943	0.4017055607
944	0.4014070597
945	0.4012475456
946	0.4011213325
947	0.4009915512
948	0.400783171
949	0.4004859956
950	0.4003632405
951	0.4002141975
952	0.4000171518
953	0.3995150492
954	0.3992189199
955	0.3989144336
956	0.3984613263
957	0.3983161599
958	0.3981850572
959	0.3977237385
960	0.3974237264
961	0.3972985592
962	0.3972169783
963	0.3969555239
964	0.3966787988
965	0.3964801262
966	0.3962990982
967	0.3961545829
968	0.395918809
969	0.3957114699
970	0.3955497784
971	0.3954579859
972	0.3952114072
973	0.3949989
974	0.3948103766
975	0.3945096146
976	0.3943622603
977	0.3941339179
978	0.3939488967
979	0.3936510186
980	0.3934955493
981	0.3933433819
982	0.3928704333
983	0.3924568952
984	0.3923507566
985	0.3921986309
986	0.3919757042
987	0.3917593839
988	0.3915778251
989	0.3914601061
990	0.3911869306
991	0.3908801907
992	0.3906597363
993	0.3904490608
994	0.3903217243
995	0.3900835131
996	0.3898286027
997	0.3895485176
998	0.3892711223
999	0.3891564185
